0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.023	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
0.049	-0.031	0.000	-0.061	
